,thumbnail,title,category,view_count,likes_count,dislikes_count,upload_date,video_length
27,https://i.ytimg.com/vi/ZME-oWB6Hjc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCHAGJBWFd_JgnHvTVMNbsazv4_gQ,광고 모델이 되었어요 서든어택 캐릭터 출시! 감사합니다,코미디,"조회수 168,531회",3.2천개,89개,2019. 12. 7.,6:44
28,https://i.ytimg.com/vi/gX4u8c9yghg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAY6k6XBjYyylaRyEHwE56KeIIkLA,저랑 똑같이 생긴 빵을 만들어봤습니다,코미디,"조회수 218,951회",4.4천개,136개,2019. 12. 5.,5:37
29,https://i.ytimg.com/vi/W5Sc0rkEChI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC8Csraftsyu3Flz8lVxx3KsgqPOQ,강아지 4마리 보양식 먹방,코미디,"조회수 759,424회",7.5천개,440개,2019. 12. 4.,7:25
30,https://i.ytimg.com/vi/qNp-W8uDph4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCOe_c2XXyN59Wh6uG6o5hVwil-0A,누구도 알지 못한 아프리카TV의 예상 못한 장점,코미디,"조회수 273,556회",3.8천개,178개,2019. 12. 3.,5:21
31,https://i.ytimg.com/vi/YweDcC9HdIM/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBP9fSlbHHn3_ihK_YOLfdlJd1N-g,"무인도에서 키우던 닭 ""윽꼬꼬"" 근황",코미디,"조회수 271,398회",3.4천개,142개,2019. 12. 2.,6:44
32,https://i.ytimg.com/vi/RGDwMAEoYR4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB_czEgwiQhSadDz4WC386YZT_PAw,여주시청에서 집으로 찾아 왔습니다..,코미디,"조회수 223,130회",3.7천개,96개,2019. 12. 1.,10:02
33,https://i.ytimg.com/vi/Hd7G8m7kICo/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAx_cBvdTJKCsuJ9uDrnqW2KlxbXg,우리 동네 물고기 생겼따~~~!!,코미디,"조회수 327,185회",4.8천개,220개,2019. 11. 30.,7:18
34,https://i.ytimg.com/vi/R_0ohGvgfJE/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDuPdzURB6UEvP8Y1-myyi3eGBAFA,드라이아이스를 개울에 넣었더니.. 대 반전ㄷㄷ,코미디,"조회수 971,850회",1.2만개,844개,2019. 11. 28.,5:38
35,https://i.ytimg.com/vi/BfLIYafI-Ac/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDxCkE7BSTMUK-Qk8PpxCESj3VhCA,이럴 땐 어떻게 해야 하죠? 도대체 왜..,코미디,"조회수 249,320회",3.1천개,126개,2019. 11. 27.,4:28
36,https://i.ytimg.com/vi/WxBQlOP-GR4/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBuoAO_YuJplElaZ19yQUQN6BjKKw,간단하게 오염된 물 정수하는 방법,코미디,"조회수 261,089회",3.8천개,187개,2019. 11. 26.,5:29
